Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,10,,10,,10,
Vertical Units,V,,V,,V,,V,
Vertical Offset,0,,0,,0,,0,
Vertical Scale,2,,0.5,,0.5,,0.5,
Label,,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect,CH4,CH4 Peak Detect
-9.119e-04,3,3,-0.29,-0.27,-0.04,-4.47035e-10,0.09,0.13
-9.115e-04,2.92,2.92,-0.27,-0.31,-0.02,-0.06,0.09,0.07
-9.111e-04,3,3,-0.27,-0.27,-0.02,-0.02,0.11,0.13
-9.107e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.11,0.07
-9.104e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.11,0.13
-9.100e-04,3,2.92,-0.29,-0.31,-0.02,-0.06,0.11,0.07
-9.096e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.092e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.088e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.084e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.081e-04,3,3,-0.29,-0.27,-0.02,-0.02,0.11,0.11
-9.077e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.073e-04,3,3.08,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.069e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.065e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.061e-04,3,2.92,-0.29,-0.31,-0.02,-0.06,0.09,0.07
-9.058e-04,3,3,-0.29,-0.27,-0.04,-4.47035e-10,0.09,0.11
-9.054e-04,3,2.92,-0.27,-0.31,-0.04,-0.06,0.11,0.07
-9.050e-04,2.92,3.08,-0.27,-0.27,-0.04,-0.02,0.09,0.11
