




Relative time,Ch1,Ch2
s,V,V
0.033778,-5.1960786,0.39117649
0.03378,-5.3774512,0.38235296
0.033782,-5.52451,0.37352943
0.033784,-5.6274512,0.35686277
0.033786,-5.6715688,0.35098041
0.033788,-5.0784316,0.32941178
0.03379,-3.3284315,0.32254904
0.033792,-2.514706,0.327451
0.033794,-2.5196079,0.30588237
0.033796,-2.5686275,0.29607845
0.033798,-2.4460785,0.2892157
0.0338,-2.4019609,0.28235296
0.033802,-2.3333334,0.28627453
0.033804,-2.3676471,0.27843139
0.033806,-2.2254903,0.26372551
0.033808,-2.3529413,0.26274511
0.03381,-2.2745099,0.26078433
0.033812,-2.254902,0.2519608
0.033814,-2.1715687,0.24803923
0.033816,-2.1862746,0.24019609
0.033818,-2.1813726,0.24019609
0.03382,-2.0686275,0.22352942
0.033822,-2.1029413,0.22352942
0.033824,-2.1568628,0.20882354
0.033826,-2.1470589,0.20000001
0.033828,-2.0784314,0.2009804
0.03383,-2.0196079,0.20588237
0.033832,-2.0882354,0.19117648
0.033834,-2.0490197,0.19901962
0.033836,-2.014706,0.17745099
0.033838,-2.0686275,0.18235295
0.03384,-1.9950981,0.19509805
0.033842,-1.9460785,0.1892157
0.033844,-1.9950981,0.17450981
0.033846,-1.9362746,0.17745099
0.033848,-1.9852942,0.16568628
0.03385,-1.9019609,0.16568628
0.033852,-1.9607844,0.16764707
0.033854,-1.9215687,0.14509805
0.033856,-1.8333334,0.14313726
0.033858,-1.8725491,0.14705883
0.03386,-1.9117648,0.14509805
0.033862,-1.9019609,0.15000001
0.033864,-1.9166667,0.14411766
0.033866,-1.877451,0.13921569
0.033868,-1.759804,0.13627452
0.03387,-1.877451,0.14117648
0.033872,-1.7352942,0.12156863
0.033874,-1.8186275,0.12352942
0.033876,-1.7892157,0.12254903
0.033878,-1.7696079,0.1264706
0.03388,-1.8088236,0.12058824
0.033882,-1.6666667,0.11960785
0.033884,-1.6470589,0.11960785
0.033886,-1.7352942,0.11470589
0.033888,-1.7156863,0.10882354
0.03389,-1.637255,0.10882354
0.033892,-1.5686275,0.097058829
0.033894,-1.6862746,0.10000001
0.033896,-1.632353,0.099019614
0.033898,-1.5931373,0.1009804
0.0339,-1.5882354,0.10196079
0.033902,-1.5931373,0.091176476
0.033904,-1.4313726,0.10392157
0.033906,-1.5441177,0.096078437
0.033908,-1.5637255,0.087254907
0.03391,-1.6568628,0.09313726
0.033912,-1.5245099,0.091176476
0.033914,-1.3921569,0.091176476
0.033916,-1.4852942,0.08431373
0.033918,-1.4019608,0.077450985
0.03392,-1.5343138,0.070588239
0.033922,-1.4460785,0.080392162
0.033924,-1.3186275,0.076470593
0.033926,-1.3676471,0.081372554
0.033928,-1.5343138,0.067647063
0.03393,-1.3627451,0.070588239
0.033932,-1.3578432,0.075490201
0.033934,-1.4068628,0.080392162
0.033936,-1.387255,0.068627455
0.033938,-1.3284314,0.064705886
0.03394,-1.2352942,0.067647063
0.033942,-1.2254902,0.066666671
