




Relative time,Ch1,Ch2
s,V,V
0.016902,-6.02451,-3.4852943
0.016903,-6.0049022,-3.4980394
0.016904,-6.0000002,-3.479412
0.016905,-5.9607845,-3.4862747
0.016906,-6.0049022,-3.4843139
0.016907,-6.0539218,-3.479412
0.016908,-6.1078434,-3.4764708
0.016909,-6.279412,-3.4784316
0.01691,-6.3553924,-3.479412
0.016911,-6.4950983,-3.4784316
0.016912,-6.6960787,-3.4686277
0.016913,-6.8137257,-3.4627453
0.016914,-6.9730395,-3.4578433
0.016915,-7.1176473,-3.4715688
0.016916,-7.3112748,-3.469608
0.016917,-7.5220591,-3.4647061
0.016918,-7.5686277,-3.4627453
0.016919,-7.7671571,-3.4490198
0.01692,-7.9313728,-3.4607845
0.016921,-8.0441179,-3.4598041
0.016922,-8.2230395,-3.4637257
0.016923,-8.3872552,-3.4490198
0.016924,-8.541667,-3.4578433
0.016925,-8.7352944,-3.4549022
0.016926,-8.8112748,-3.4539218
0.016927,-9.0000003,-3.451961
0.016928,-9.0318631,-3.4480394
0.016929,-9.1200984,-3.4382355
0.01693,-9.1446082,-3.4411767
0.016931,-9.2524513,-3.4411767
0.016932,-9.2107846,-3.4372551
0.016933,-9.3480395,-3.4313728
0.016934,-9.3872552,-3.4343139
0.016935,-9.3529415,-3.4372551
0.016936,-9.3333337,-3.4362747
0.016937,-9.3651964,-3.4421571
0.016938,-9.3921572,-3.1490198
0.016939,-9.2818631,0.42745101
0.01694,-9.3676474,0.35784316
0.016941,-9.0245101,0.36666669
0.016942,-8.6323532,0.33235296
0.016943,-7.8921571,0.33333335
0.016944,-7.4901963,0.32549022
0.016945,-7.8897062,0.31764708
0.016946,-8.3480395,0.30980394
0.016947,-8.5931376,0.30784316
0.016948,-8.8063729,0.30392159
0.016949,-8.8308827,0.30098041
0.01695,-8.909314,0.29117649
0.016951,-8.8431376,0.28235296
0.016952,-8.9068631,0.2764706
0.016953,-8.9362748,0.26568629
0.016954,-8.8897062,0.277451
0.016955,-8.8284317,0.26176472
0.016956,-8.6446081,0.26862747
0.016957,-8.5563729,0.25980394
0.016958,-8.2941179,0.24313727
0.016959,-7.8382356,0.24705884
0.01696,-7.6372552,0.24607845
0.016961,-7.4681375,0.24509805
0.016962,-7.3161767,0.23529413
0.016963,-7.3308826,0.23529413
0.016964,-7.2009806,0.23039217
0.016965,-7.2328434,0.24019609
0.016966,-7.0759806,0.22549021
0.016967,-7.0171571,0.22843139
0.016968,-7.0049022,0.22843139
0.016969,-6.9460787,-3.3862747
0.01697,-6.6960787,-3.5872551
0.016971,-6.5367649,-3.5686277
