
Relative time,Ch1,Ch2
s,V,V
0.018149,-11.426471,0.36764708
0.01815,-11.333334,0.32549022
0.018151,-11.426471,0.32549022
0.018152,-11.397059,0.30588237
0.018153,-11.406863,0.3147059
0.018154,-11.357844,0.2892157
0.018155,-11.431373,0.29117649
0.018156,-11.372549,0.2901961
0.018157,-11.446079,0.27450982
0.018158,-11.416667,0.27450982
0.018159,-11.446079,0.26764707
0.01816,-11.362746,0.26666668
0.018161,-11.392157,0.26372551
0.018162,-11.450981,0.25490198
0.018163,-11.460785,0.24901962
0.018164,-11.426471,0.25392158
0.018165,-11.431373,0.24901962
0.018166,-11.465687,0.2392157
0.018167,-11.490196,0.23039217
0.018168,-11.470589,0.22843139
0.018169,-11.436275,0.23529413
0.01817,-11.426471,0.24019609
0.018171,-11.377451,0.22941178
0.018172,-10.710785,0.22058825
0.018173,-9.8284317,0.21862746
0.018174,-9.3774513,0.22352942
0.018175,-9.0686278,0.21666668
0.018176,-8.8431376,0.22156864
0.018177,-8.5833336,0.21764707
0.018178,-8.4313728,0.20882354
0.018179,-8.039216,0.19803923
0.01818,-7.8382356,0.20588237
0.018181,-7.7254905,0.20588237
0.018182,-7.6372552,0.19117648
0.018183,-7.6078434,0.19411766
0.018184,-7.5784316,0.19411766
0.018185,-7.4656865,0.18627452
0.018186,-7.5000003,0.19411766
0.018187,-7.4313728,0.18235295
0.018188,-7.539216,0.18725491
0.018189,-7.4558826,0.1764706
0.01819,-7.3480395,0.1764706
0.018191,-7.5441179,0.17843138
0.018192,-7.4705885,0.17156864
0.018193,-7.3578434,0.17058825
0.018194,-7.3431375,-0.76078436
0.018195,-7.4313728,-3.5411767
0.018196,-7.406863,-3.5676473
0.018197,-7.3725493,-3.5705884
0.018198,-7.4166669,-3.5588237
0.018199,-7.3725493,-3.5529414
0.0182,-7.3382356,-3.5401963
0.018201,-7.3480395,-3.5441179
0.018202,-7.2401963,-3.5343139
0.018203,-7.3529414,-3.5303924
0.018204,-7.1813728,-3.5284316
0.018205,-7.3186277,-3.5186277
0.018206,-7.2500003,-3.5176473
0.018207,-7.284314,-3.5088237
0.018208,-7.2647061,-3.5098041
0.018209,-7.2205885,-3.4921571
0.01821,-7.3774512,-3.4941179
0.018211,-7.3529414,-3.4990198
0.018212,-7.2647061,-3.4980394
0.018213,-7.2696081,-3.4784316
0.018214,-7.3088238,-3.4754904
